Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes2,First_Season_Average,Last_season_average
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",1,8,The Telescope,2014-08-22,2014,8.6,8400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",1,9,Horse Majeure,2014-08-22,2014,7.8,6700.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",1,10,One Trick Pony,2014-08-22,2014,7.6,6600.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",1,11,Downer Ending,2014-08-22,2014,9.2,11000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",1,12,Later,2014-08-22,2014,8.3,7200.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,1,Brand New Couch,2015-07-17,2015,8.0,6600.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,2,Yesterdayland,2015-07-17,2015,7.7,6200.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,3,Still Broken,2015-07-17,2015,7.9,6200.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,4,After the Party,2015-07-17,2015,7.9,6200.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,5,Chickens,2015-07-17,2015,7.7,6400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,6,Higher Love,2015-07-17,2015,7.5,5900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,7,Hank After Dark,2015-07-17,2015,8.2,6300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,8,Let's Find Out,2015-07-17,2015,8.8,7600.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,9,The Shot,2015-07-17,2015,8.3,6200.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,10,Yes And,2015-07-17,2015,8.5,6500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,11,Escape from L.A.,2015-07-17,2015,9.4,11000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",2,12,Out to Sea,2015-07-17,2015,8.5,6500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,1,Start Spreading the News,2016-07-22,2016,7.8,5700.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,2,The BoJack Horseman Show,2016-07-22,2016,8.0,5900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,3,BoJack Kills,2016-07-22,2016,7.4,5700.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,4,Fish Out of Water,2016-07-22,2016,9.6,16000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,5,Love And/Or Marriage,2016-07-22,2016,8.1,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,6,Brrap Brrap Pew Pew,2016-07-22,2016,8.0,6100.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,7,Stop the Presses,2016-07-22,2016,8.3,5900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,8,Old Acquaintance,2016-07-22,2016,7.8,5500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,9,Best Thing That Ever Happened,2016-07-22,2016,8.5,6300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,10,It's You,2016-07-22,2016,8.8,6800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,11,"That's Too Much, Man!",2016-07-22,2016,9.7,14000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",3,12,That Went Well,2016-07-22,2016,9.0,7500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,1,See Mr. Peanutbutter Run,2017-09-08,2017,7.5,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,2,The Old Sugarman Place,2017-09-08,2017,9.4,11000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,3,Hooray! Todd Episode!,2017-09-08,2017,8.4,6300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,4,Commence Fracking,2017-09-08,2017,7.6,5500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,5,Thoughts and Prayers,2017-09-08,2017,8.1,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,6,Stupid Piece of Sh*t,2017-09-08,2017,9.2,8900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,7,Underground,2017-09-08,2017,8.1,5900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,8,The Judge,2017-09-08,2017,7.4,5300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,9,Ruthie,2017-09-08,2017,9.0,7900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,10,lovin that cali lifestyle!!,2017-09-08,2017,8.4,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,11,Time's Arrow,2017-09-08,2017,9.8,19000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",4,12,What Time Is It Right Now,2017-09-08,2017,9.0,6700.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,1,The Light Bulb Scene,2018-09-14,2018,8.0,5600.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,2,The Dog Days Are Over,2018-09-14,2018,9.0,7500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,3,Planned Obsolescence,2018-09-14,2018,7.9,5600.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,4,BoJack the Feminist,2018-09-14,2018,8.0,5500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,5,The Amelia Earhart Story,2018-09-14,2018,8.4,5900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,6,Free Churro,2018-09-14,2018,9.8,25000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,7,INT. SUB,2018-09-14,2018,8.8,6700.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,8,Mr. Peanutbutter's Boos,2018-09-14,2018,8.5,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,9,Ancient History,2018-09-14,2018,8.2,5300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,10,Head in the Clouds,2018-09-14,2018,9.0,6400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,11,The Showstopper,2018-09-14,2018,9.6,11000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",5,12,The Stopped Show,2018-09-14,2018,9.1,6400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,1,A Horse Walks into a Rehab,2019-10-25,2019,9.1,7100.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,2,The New Client,2019-10-25,2019,8.5,5800.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,3,Feel-Good Story,2019-10-25,2019,8.0,5400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,4,Surprise!,2019-10-25,2019,9.0,6500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,5,"A Little Uneven, Is All",2019-10-25,2019,8.0,5000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,6,The Kidney Stays in the Picture,2019-10-25,2019,8.1,5100.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,7,The Face of Depression,2019-10-25,2019,9.4,8300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,8,"A Quick One, While He's Away",2019-10-25,2019,8.5,5500.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,9,Intermediate Scene Study w/ BoJack Horseman,2020-01-31,2020,8.3,5300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,10,Good Damage,2020-01-31,2020,8.9,6100.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,11,Sunk Cost and All That,2020-01-31,2020,8.7,5400.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,12,Xerox of a Xerox,2020-01-31,2020,9.3,6900.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,13,The Horny Unicorn,2020-01-31,2020,8.6,5300.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,14,Angela,2020-01-31,2020,9.0,6100.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,15,The View from Halfway Down,2020-01-31,2020,9.9,33000.0,7.8,8.8
BoJack Horseman,tt3398228,"Adult Animation, Dark Comedy, Psychological Drama, Satire, Showbiz Drama, Sitcom, Animation, Comedy, Drama",6,16,Nice While It Lasted,2020-01-31,2020,9.6,13000.0,7.8,8.8
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,1,Geheimnisse,2017-12-01,2017,8.2,21000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,2,Lügen,2017-12-01,2017,8.1,20000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,3,Gestern und heute,2017-12-01,2017,8.5,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,4,Doppelleben,2017-12-01,2017,8.1,17000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,5,Wahrheiten,2017-12-01,2017,8.9,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,6,Sic Mundus Creatus Est,2017-12-01,2017,9.0,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,7,Kreuzwege,2017-12-01,2017,8.6,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,8,"Was man sät, das wird man ernten",2017-12-01,2017,9.1,17000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,9,Alles ist jetzt,2017-12-01,2017,8.6,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",1,10,Alpha und Omega,2017-12-01,2017,9.2,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,1,Anfänge und Enden,2019-06-21,2019,8.6,17000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,2,Dunkle Materie,2019-06-21,2019,8.8,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,3,Gespenster,2019-06-21,2019,9.0,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,4,Die Reisenden,2019-06-21,2019,9.4,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,5,Vom Suchen und Finden,2019-06-21,2019,9.2,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,6,Ein unendlicher Kreis,2019-06-21,2019,9.5,21000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,7,Der weiße Teufel,2019-06-21,2019,9.1,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",2,8,Enden und Anfänge,2019-06-21,2019,9.4,19000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,1,Deja-vu,2020-06-27,2020,8.8,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,2,Die Überlebenden,2020-06-27,2020,8.6,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,3,Adam und Eva,2020-06-27,2020,8.6,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,4,Der Ursprung,2020-06-27,2020,8.8,16000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,5,Leben und Tod,2020-06-27,2020,9.2,18000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,6,Licht und Schatten,2020-06-27,2020,9.0,17000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,7,Zwischen der Zeit,2020-06-27,2020,9.4,22000.0,8.6,9.0
Dark,tt5753856,"German, Epic, Psychological Drama, Psychological Thriller, Suspense Mystery, Time Travel, Crime, Drama, Mystery, Sci-Fi",3,8,Das Paradies,2020-06-27,2020,9.6,31000.0,8.6,9.0
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,1,Pilot,2014-09-25,2014,8.2,4100.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,2,It's All Her Fault,2014-10-02,2014,7.9,3200.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,3,"Smile, or Go to Jail",2014-10-09,2014,7.8,2900.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,4,Let's Get to Scooping,2014-10-16,2014,8.3,3000.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,5,We're Not Friends,2014-10-23,2014,8.1,2600.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,6,Freakin' Whack-a-Mole,2014-10-30,2014,8.2,2700.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,7,He Deserved to Die,2014-11-06,2014,7.9,2500.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,8,He Has a Wife,2014-11-13,2014,8.3,2600.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,9,"Kill Me, Kill Me, Kill Me",2014-11-20,2014,9.2,3900.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,10,Hello Raskolnikov,2015-01-29,2015,8.5,2500.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,11,Best Christmas Ever,2015-02-05,2015,8.0,2400.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,12,She's a Murderer,2015-02-12,2015,8.6,2500.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,13,Mama's Here Now,2015-02-19,2015,8.6,2500.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,14,The Night Lila Died,2015-02-26,2015,8.6,2500.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",1,15,It's All My Fault,2015-02-26,2015,9.2,3800.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,1,It's Time to Move On,2015-09-24,2015,8.6,2800.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,2,She's Dying,2015-10-01,2015,8.3,2200.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,3,It's Called the Octopus,2015-10-08,2015,8.0,2000.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,4,Skanks Get Shanked,2015-10-15,2015,8.3,2100.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,5,Meet Bonnie,2015-10-22,2015,8.7,2200.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,6,"Two Birds, One Millstone",2015-10-29,2015,8.2,2000.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,7,I Want You to Die,2015-11-05,2015,8.5,2000.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,8,"Hi, I'm Philip",2015-11-12,2015,8.5,1900.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,9,What Did We Do?,2015-11-19,2015,9.5,3800.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,10,"What Happened to You, Annalise?",2016-02-11,2016,7.8,1900.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,11,She Hates Us,2016-02-18,2016,8.1,1800.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,12,It's a Trap,2016-02-25,2016,8.4,1800.0,8.4,8.2
How to Get Away with Murder,tt3205802,"Legal Thriller, Suspense Mystery, Whodunnit, Crime, Drama, Mystery, Thriller",2,13,Something Bad Happened,2016-03-03,2016,8.8,2000.0,8.4,8.2
