Show,IMDB ID,Genre,Season,Episode,Title,Air Date,Year,Rating,Votes
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,?,Adventure Time,"Mon, Apr 5, 2010",2010,6.6,1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,1,Slumber Party Panic,"Mon, Apr 5, 2010",2010,7.3,3.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,2,Trouble in Lumpy Space,"Mon, Apr 5, 2010",2010,7.1,3.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,3,Prisoners of Love,"Mon, Apr 12, 2010",2010,7.2,2.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,4,Tree Trunks,"Mon, Apr 12, 2010",2010,7.3,2.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,5,The Enchiridion!,"Mon, Apr 19, 2010",2010,7.8,2.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,6,The Jiggler,"Mon, Apr 19, 2010",2010,7.0,2.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,7,Ricardio the Heart Guy,"Mon, Apr 26, 2010",2010,7.2,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,8,Business Time,"Mon, Apr 26, 2010",2010,7.4,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,9,My Two Favorite People,"Mon, May 3, 2010",2010,7.5,2.3K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,10,Memories of Boom Boom Mountain,"Mon, May 3, 2010",2010,7.6,2.3K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,11,Wizard,"Mon, May 10, 2010",2010,8.0,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,12,Evicted!,"Mon, May 17, 2010",2010,8.2,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,13,City of Thieves,"Mon, May 24, 2010",2010,7.7,2.2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,14,The Witch's Garden,"Mon, Jun 7, 2010",2010,7.2,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,15,What Is Life?,"Mon, Jun 14, 2010",2010,7.5,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,16,Ocean of Fear,"Mon, Jun 21, 2010",2010,7.7,2.2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,17,When Wedding Bells Thaw,"Mon, Jun 28, 2010",2010,6.9,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,18,Dungeon,"Mon, Jul 12, 2010",2010,8.1,2.2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,19,The Duke,"Mon, Jul 19, 2010",2010,7.3,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,20,Freak City,"Mon, Jul 26, 2010",2010,7.1,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,21,Donny,"Mon, Aug 9, 2010",2010,7.0,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,22,Henchman,"Mon, Aug 23, 2010",2010,8.0,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,23,Rainy Day Daydream,"Mon, Sep 6, 2010",2010,8.1,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,24,What Have You Done?,"Mon, Sep 13, 2010",2010,7.5,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,25,His Hero,"Mon, Sep 20, 2010",2010,7.5,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",1,26,Gut Grinder,"Mon, Sep 27, 2010",2010,7.2,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,1,It Came from the Nightosphere,"Mon, Oct 11, 2010",2010,8.8,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,2,The Eyes,"Mon, Oct 18, 2010",2010,7.8,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,3,Loyalty to the King,"Mon, Oct 25, 2010",2010,7.2,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,4,Blood Under the Skin,"Mon, Nov 1, 2010",2010,7.3,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,5,Storytelling,"Mon, Nov 8, 2010",2010,7.4,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,6,Slow Love,"Mon, Nov 15, 2010",2010,6.4,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,7,Power Animal,"Mon, Nov 22, 2010",2010,7.5,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,8,Crystals Have Power,"Mon, Nov 29, 2010",2010,7.2,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,9,The Other Tarts,"Mon, Jan 3, 2011",2011,7.9,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,10,To Cut a Woman's Hair,"Mon, Jan 10, 2011",2011,7.6,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,11,The Chamber of Frozen Blades,"Mon, Jan 17, 2011",2011,7.6,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,12,Her Parents,"Mon, Jan 24, 2011",2011,7.4,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,13,The Pods,"Mon, Jan 31, 2011",2011,7.3,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,14,The Silent King,"Mon, Feb 7, 2011",2011,7.2,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,15,The Real You,"Mon, Feb 14, 2011",2011,8.0,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,16,Guardians of Sunshine,"Mon, Feb 21, 2011",2011,7.9,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,17,Death in Bloom,"Mon, Feb 28, 2011",2011,8.4,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,18,Susan Strong,"Mon, Mar 7, 2011",2011,7.8,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,19,Mystery Train,"Mon, Mar 14, 2011",2011,8.3,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,20,Go with Me,"Mon, Mar 28, 2011",2011,7.9,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,21,Belly of the Beast,"Mon, Apr 4, 2011",2011,7.5,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,22,The Limit,"Mon, Apr 11, 2011",2011,8.1,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,23,Video Makers,"Mon, Apr 18, 2011",2011,7.6,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,24,Mortal Folly,"Mon, May 2, 2011",2011,8.9,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,25,Mortal Recoil,"Mon, May 2, 2011",2011,8.8,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",2,26,Heat Signature,"Mon, May 9, 2011",2011,7.4,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,1,Conquest of Cuteness,"Mon, Jul 11, 2011",2011,7.2,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,2,Morituri Te Salutamus,"Mon, Jul 18, 2011",2011,7.5,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,3,Memory of a Memory,"Mon, Jul 25, 2011",2011,8.8,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,4,Hitman,"Mon, Aug 1, 2011",2011,8.0,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,5,Too Young,"Mon, Aug 8, 2011",2011,8.5,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,6,The Monster,"Mon, Aug 15, 2011",2011,7.0,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,7,Still,"Mon, Aug 22, 2011",2011,7.5,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,8,Wizard Battle,"Mon, Aug 29, 2011",2011,7.4,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,9,Fionna and Cake,"Mon, Sep 5, 2011",2011,8.3,2.1K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,10,What Was Missing,"Mon, Sep 26, 2011",2011,9.0,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,11,Apple Thief,"Mon, Oct 3, 2011",2011,6.6,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,12,The Creeps,"Mon, Oct 17, 2011",2011,8.2,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,13,From Bad to Worse,"Mon, Oct 24, 2011",2011,8.1,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,14,Beautopia,"Mon, Nov 7, 2011",2011,7.6,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,15,No One Can Hear You,"Mon, Nov 14, 2011",2011,8.3,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,16,Jake vs. Me-Mow,"Mon, Nov 21, 2011",2011,7.7,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,17,Thank You,"Wed, Nov 23, 2011",2011,9.1,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,18,The New Frontier,"Mon, Nov 28, 2011",2011,7.4,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,19,Holly Jolly Secrets,"Mon, Dec 5, 2011",2011,8.7,2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,21,Marceline's Closet,"Mon, Dec 12, 2011",2011,8.4,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,22,Paper Pete,"Mon, Jan 16, 2012",2012,6.9,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,23,Another Way,"Mon, Jan 23, 2012",2012,7.3,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,24,Ghost Princess,"Mon, Jan 30, 2012",2012,7.4,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,25,Dad's Dungeon,"Mon, Feb 6, 2012",2012,8.3,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",3,26,Incendium,"Mon, Feb 13, 2012",2012,8.3,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,1,Hot to the Touch,"Mon, Apr 2, 2012",2012,8.2,1.7K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,2,Five Short Graybles,"Mon, Apr 9, 2012",2012,7.6,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,3,Web Weirdos,"Mon, Apr 16, 2012",2012,6.4,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,4,Dream of Love,"Mon, Apr 23, 2012",2012,5.7,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,5,Return to the Nightosphere,"Mon, Apr 30, 2012",2012,8.2,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,6,Daddy's Little Monster,"Mon, Apr 30, 2012",2012,8.4,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,7,In Your Footsteps,"Mon, May 7, 2012",2012,7.2,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,8,Hug Wolf,"Mon, May 14, 2012",2012,7.1,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,9,Princess Monster Wife,"Mon, May 28, 2012",2012,7.1,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,10,Goliad,"Mon, Jun 4, 2012",2012,7.9,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,11,Beyond This Earthly Realm,"Mon, Jun 11, 2012",2012,7.7,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,12,Gotcha!,"Mon, Jun 18, 2012",2012,6.7,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,13,Princess Cookie,"Mon, Jun 25, 2012",2012,8.7,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,14,Card Wars,"Mon, Jul 16, 2012",2012,8.6,1.9K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,15,Sons of Mars,"Mon, Jul 23, 2012",2012,8.2,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,16,Burning Low,"Mon, Jul 30, 2012",2012,8.6,1.8K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,17,BMO Noire,"Mon, Aug 6, 2012",2012,8.1,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,18,King Worm,"Mon, Aug 13, 2012",2012,8.3,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,19,Lady & Peebles,"Mon, Aug 20, 2012",2012,7.8,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,20,You Made Me,"Mon, Aug 27, 2012",2012,7.9,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,21,Who Would Win,"Mon, Sep 3, 2012",2012,7.3,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,22,Ignition Point,"Mon, Sep 17, 2012",2012,7.6,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,23,The Hard Easy,"Mon, Oct 1, 2012",2012,7.4,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,24,Reign of Gunters,"Mon, Oct 8, 2012",2012,7.8,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,25,I Remember You,"Mon, Oct 15, 2012",2012,9.7,4.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",4,26,The Lich,"Mon, Oct 22, 2012",2012,9.3,2.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,1,Finn the Human,"Mon, Nov 12, 2012",2012,9.1,2.2K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,2,Jake the Dog,"Mon, Nov 12, 2012",2012,9.4,2.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,3,Five More Short Graybles,"Mon, Nov 19, 2012",2012,7.2,1.4K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,4,Up a Tree,"Mon, Nov 26, 2012",2012,7.5,1.5K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,5,All the Little People,"Mon, Dec 3, 2012",2012,8.5,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,6,Jake the Dad,"Mon, Jan 7, 2013",2013,8.2,1.6K
Adventure Time,tt1305826,"Buddy Comedy, Hand-Drawn Animation, Superhero, Sword & Sorcery, Teen Adventure, Teen Comedy, Teen Fantasy, Action, Adventure, Animation",5,7,Davey,"Mon, Jan 14, 2013",2013,7.3,1.5K
